institution,institution_type,ministry,institution_size,recruitment_volume,avg_salary,executive_salary,region,hiring_rate,salary_gap_ratio,synthetic_employee_count,avg_quit_probability,avg_expected_total_tenure,high_risk_employee_ratio,avg_burnout_risk_score,high_burnout_employee_ratio,avg_vacation_usage_rate,avg_overtime_hours,salary_percentile,hiring_rate_percentile,quit_risk_percentile,org_health_score,org_health_level,hiring_competitiveness_score,hiring_competitiveness_level,risk_signal_summary,flex_time_ratio,remote_ratio,compress_ratio
한국문화예술위원회,기타공공기관,문화체육관광부,262.0,8.0,64652.0,174582.0,전라남도,0.0305343511450381,2.7003340963929965,30,0.4686666666666667,11.166666666666666,0.4,36.666666666666664,0.2,0.6436666666666666,14.933333333333334,0.3673469387755102,0.2653061224489796,0.9489795918367347,34.1,low,29.1,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 조직건강도 주의,0.9228,0.0522,0.0251
한국문화정보원,기타공공기관,문화체육관광부,65.0,4.0,58462.0,122320.0,서울특별시,0.0615384615384615,2.0922992713215423,30,0.284,12.533333333333333,0.03333333333333333,25.3,0.03333333333333333,0.7306666666666667,8.933333333333334,0.19825072886297376,0.7099125364431487,0.0058309037900874635,84.2,high,51.6,medium,전반적으로 안정,0.905,0.0823,0.0127
한국문화진흥주식회사,기타공공기관,문화체육관광부,135.0,14.0,52861.0,152963.0,경기도,0.1037037037037037,2.89368343391158,30,0.351,10.733333333333333,0.06666666666666667,37.13333333333333,0.16666666666666666,0.6713333333333333,11.133333333333333,0.07871720116618076,0.9008746355685131,0.5451895043731778,57.3,medium,36.8,low,채용경쟁력 낮음,0.917,0.0711,0.0119
한국발명진흥회,기타공공기관,지식재산처,197.0,8.0,68799.0,184744.0,서울특별시,0.0406091370558375,2.685271588249829,30,0.3426666666666666,10.733333333333333,0.03333333333333333,31.333333333333332,0.16666666666666666,0.6843333333333333,10.866666666666667,0.4897959183673469,0.4314868804664723,0.4008746355685131,66.5,medium,40.0,medium,채용경쟁력 낮음,0.9042,0.0757,0.0202
한국방송광고진흥공사,공기업(준시장형),방송미디어통신위원회,314.0,10.0,87655.0,114621.0,서울특별시,0.0318471337579617,1.3076378985796588,30,0.35033333333333333,11.066666666666666,0.1,35.53333333333333,0.13333333333333333,0.6706666666666667,11.633333333333333,0.8338192419825073,0.2886297376093295,0.5379008746355685,69.6,medium,47.9,medium,전반적으로 안정,0.8743,0.1055,0.0202
한국방송통신전파진흥원,준정부기관(위탁집행형),과학기술정보통신부,543.5,16.0,73182.0,157117.0,전라남도,0.0294388224471021,2.146935038670712,30,0.3383333333333333,10.966666666666667,0.06666666666666667,29.2,0.13333333333333333,0.656,11.3,0.5801749271137027,0.2536443148688047,0.34402332361516036,69.9,medium,42.6,medium,채용경쟁력 낮음,0.893,0.0861,0.0209
한국법무보호복지공단,기타공공기관,법무부,389.0,26.0,57728.0,157951.0,경상북도,0.0668380462724935,2.7361245842572064,30,0.27666666666666667,12.733333333333333,0.03333333333333333,21.466666666666665,0.1,0.7346666666666667,9.8,0.1661807580174927,0.7696793002915452,0.0029154518950437317,85.8,high,53.3,medium,전반적으로 안정,0.9137,0.0585,0.0278
한국법제연구원,기타공공기관,국무조정실,135.0,2.0,63260.0,146455.0,세종특별자치시,0.0148148148148148,2.315128042997155,30,0.3446666666666667,10.0,0.1,28.333333333333332,0.13333333333333333,0.6936666666666667,11.7,0.3236151603498542,0.09912536443148688,0.43731778425655976,60.1,medium,32.3,low,채용경쟁력 낮음,0.9182,0.0589,0.0229
한국벤처투자,기타공공기관,중소벤처기업부,163.0,10.0,96668.0,198521.0,서울특별시,0.0613496932515337,2.0536371912111555,30,0.3556666666666667,10.133333333333333,0.1,35.3,0.13333333333333333,0.676,13.366666666666667,0.9358600583090378,0.7055393586005831,0.5728862973760933,63.4,medium,47.9,medium,전반적으로 안정,0.9096,0.0747,0.0157
한국보건복지인재원,기타공공기관,보건복지부,274.0,5.0,55439.0,160712.0,충청북도,0.0182481751824817,2.8988978877685385,30,0.35033333333333333,10.966666666666667,0.1,29.9,0.13333333333333333,0.6863333333333334,12.533333333333333,0.1282798833819242,0.13411078717201166,0.5379008746355685,60.4,medium,34.0,low,채용경쟁력 낮음,0.9245,0.0505,0.025
한국보건사회연구원,기타공공기관,국무조정실,210.0,5.0,82975.0,164005.0,세종특별자치시,0.0238095238095238,1.9765592045796927,30,0.324,11.533333333333333,0.03333333333333333,23.6,0.06666666666666667,0.7063333333333334,8.3,0.7638483965014577,0.19387755102040816,0.1457725947521866,80.4,high,50.2,medium,전반적으로 안정,0.915,0.0668,0.0182
한국보건산업진흥원,기타공공기관,보건복지부,424.0,0.0,71669.0,202652.0,충청북도,0.0,2.8276102638518745,30,0.36733333333333335,9.7,0.1,33.96666666666667,0.16666666666666666,0.6556666666666667,13.666666666666666,0.5481049562682215,0.016034985422740525,0.6763848396501457,54.5,medium,31.2,low,채용경쟁력 낮음,0.9047,0.0724,0.0228
한국보건의료연구원,기타공공기관,보건복지부,165.0,8.0,61574.0,225395.0,서울특별시,0.0484848484848484,3.6605547796147726,30,0.39866666666666667,9.8,0.16666666666666666,36.333333333333336,0.06666666666666667,0.6573333333333333,11.466666666666667,0.27988338192419826,0.5422740524781341,0.7521865889212828,42.7,medium,28.0,low,퇴사위험 상위권 | 조직건강도 주의 | 채용경쟁력 낮음,0.9024,0.0767,0.0209
한국보건의료인국가시험원,기타공공기관,보건복지부,149.0,3.0,68096.0,202855.0,서울특별시,0.0201342281879194,2.978956179511278,30,0.343,10.933333333333334,0.06666666666666667,27.266666666666666,0.06666666666666667,0.7386666666666667,9.166666666666666,0.4518950437317784,0.15597667638483964,0.40816326530612246,66.6,medium,39.5,low,채용경쟁력 낮음,0.9084,0.0721,0.0195
한국보육진흥원,기타공공기관,교육부,367.0,22.0,45478.0,149374.0,서울특별시,0.0599455040871934,3.2845331808786664,30,0.43866666666666665,11.833333333333334,0.23333333333333334,34.06666666666667,0.1,0.6563333333333333,10.866666666666667,0.014577259475218658,0.6938775510204082,0.8090379008746356,44.4,medium,29.5,low,퇴사위험 상위권 | 조직건강도 주의 | 채용경쟁력 낮음,0.895,0.0843,0.0206
한국보훈복지의료공단,준정부기관(위탁집행형),국가보훈부,7547.0,856.0,68649.0,156837.0,강원도,0.1134225520074201,2.284621771620854,226,0.34579646017699117,10.823008849557523,0.10176991150442478,31.22566371681416,0.13274336283185842,0.6677433628318584,12.530973451327434,0.48104956268221577,0.9271137026239067,0.45481049562682213,64.7,medium,44.5,medium,채용경쟁력 낮음,0.8816,0.0845,0.0339
한국부동산원,공기업(준시장형),국토교통부,1183.0,57.0,91891.0,179225.0,대구광역시,0.0481825866441251,1.950408636319117,35,0.3582857142857143,10.514285714285714,0.11428571428571428,38.94285714285714,0.2571428571428571,0.6205714285714286,15.485714285714286,0.8862973760932945,0.5393586005830904,0.5860058309037901,62.8,medium,47.0,medium,전반적으로 안정,0.9034,0.0752,0.0214
한국사학진흥재단,기타공공기관,교육부,131.0,18.0,55122.0,223117.0,대구광역시,0.1374045801526717,4.047694205580349,30,0.44333333333333336,11.0,0.3333333333333333,28.8,0.06666666666666667,0.7040000000000001,9.633333333333333,0.119533527696793,0.9650145772594753,0.8454810495626822,36.6,low,33.2,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 조직건강도 주의,0.9101,0.0668,0.0231
한국사회보장정보원,준정부기관(위탁집행형),보건복지부,751.0,19.0,61862.0,179903.0,서울특별시,0.0252996005326231,2.9081342342633603,30,0.35933333333333334,9.633333333333333,0.16666666666666666,38.86666666666667,0.2,0.6416666666666667,12.533333333333333,0.2915451895043732,0.21282798833819241,0.6064139941690962,47.8,medium,29.2,low,채용경쟁력 낮음,0.8909,0.0865,0.0226
한국사회복지협의회,기타공공기관,보건복지부,91.0,3.0,54619.0,,서울특별시,0.0329670329670329,,30,0.3283333333333333,10.966666666666667,0.1,30.066666666666666,0.13333333333333333,0.7236666666666667,10.2,0.11078717201166181,0.3032069970845481,0.18658892128279883,62.4,medium,36.4,low,채용경쟁력 낮음,0.9062,0.0764,0.0173
한국사회적기업진흥원,기타공공기관,고용노동부,125.0,11.0,59117.0,167005.0,경기도,0.088,2.8249911193057837,30,0.34400000000000003,11.066666666666666,0.06666666666666667,33.5,0.13333333333333333,0.6963333333333334,12.766666666666667,0.21574344023323616,0.8513119533527697,0.4271137026239067,62.8,medium,40.7,medium,채용경쟁력 낮음,0.8997,0.0801,0.0203
한국산림복지진흥원,준정부기관(위탁집행형),산림청,463.0,40.0,57504.0,182270.0,대전광역시,0.0863930885529157,3.1696925431274345,30,0.36433333333333334,9.633333333333333,0.23333333333333334,36.233333333333334,0.23333333333333334,0.6653333333333333,14.666666666666666,0.16034985422740525,0.8483965014577259,0.6530612244897959,43.5,medium,30.8,low,조직건강도 주의 | 채용경쟁력 낮음,0.9074,0.0673,0.0253
한국산업기술기획평가원,준정부기관(위탁집행형),산업통상부,403.5,8.0,91637.0,193057.0,대구광역시,0.0198265179677819,2.1067581871951284,30,0.32733333333333337,11.533333333333333,0.1,29.566666666666666,0.13333333333333333,0.6859999999999999,11.0,0.880466472303207,0.15160349854227406,0.17346938775510204,75.8,high,53.1,medium,전반적으로 안정,0.9053,0.0766,0.0181
한국산업기술시험원,기타공공기관,산업통상부,906.0,9.0,95985.0,225395.0,경상남도,0.009933774834437,2.3482314945043496,30,0.367,9.5,0.1,34.96666666666667,0.23333333333333334,0.6333333333333333,12.933333333333334,0.9183673469387755,0.0728862973760933,0.673469387755102,58.0,medium,40.3,medium,채용경쟁력 낮음,0.9025,0.0674,0.0301
한국산업기술진흥원,준정부기관(위탁집행형),산업통상부,427.0,19.0,77931.0,209908.0,서울특별시,0.0444964871194379,2.693510926332268,30,0.339,10.7,0.16666666666666666,30.666666666666668,0.13333333333333333,0.731,10.733333333333333,0.6938775510204082,0.49271137026239065,0.34839650145772594,63.6,medium,43.9,medium,채용경쟁력 낮음,0.8745,0.1062,0.0193
한국산업단지공단,준정부기관(위탁집행형),산업통상부,628.0,18.0,75368.0,144440.0,대구광역시,0.0286624203821656,1.9164632204649188,30,0.33566666666666667,11.233333333333333,0.1,33.266666666666666,0.1,0.6839999999999999,12.666666666666666,0.6239067055393586,0.2478134110787172,0.2944606413994169,69.7,medium,45.0,medium,전반적으로 안정,0.8932,0.0809,0.0259
한국산업안전보건공단,준정부기관(위탁집행형),고용노동부,2229.63,83.0,69202.0,174368.0,울산광역시,0.0372259074375569,2.5196959625444357,66,0.33090909090909093,12.106060606060606,0.13636363636363635,27.772727272727273,0.09090909090909091,0.6892424242424243,10.484848484848484,0.49854227405247814,0.3673469387755102,0.20116618075801748,72.7,high,48.0,medium,전반적으로 안정,0.8692,0.0954,0.0354
한국산업은행,기타공공기관,금융위원회,3423.0,224.0,114659.0,321917.0,서울특별시,0.065439672801636,2.8076034153446305,102,0.3475490196078432,11.333333333333334,0.08823529411764706,34.666666666666664,0.12745098039215685,0.6886274509803921,11.803921568627452,0.9970845481049563,0.749271137026239,0.4956268221574344,70.3,high,62.0,medium,전반적으로 안정,0.8725,0.1044,0.0231
한국산업인력공단,준정부기관(위탁집행형),고용노동부,1881.7,78.0,65422.0,166083.0,울산광역시,0.0414518786203964,2.5386414356027025,56,0.33749999999999997,11.071428571428571,0.10714285714285714,29.071428571428573,0.08928571428571429,0.6860714285714286,11.482142857142858,0.3877551020408163,0.4577259475218659,0.3294460641399417,66.1,medium,40.9,medium,채용경쟁력 낮음,0.9104,0.062,0.0276
한국상하수도협회,기타공공기관,기후에너지환경부,76.0,4.0,69715.0,178095.0,서울특별시,0.0526315789473684,2.5546152191063616,30,0.3506666666666666,10.733333333333333,0.06666666666666667,35.166666666666664,0.13333333333333333,0.7170000000000001,12.933333333333334,0.5131195335276968,0.6180758017492711,0.5422740524781341,63.2,medium,40.4,medium,채용경쟁력 낮음,0.913,0.0732,0.0137
한국생명존중희망재단,기타공공기관,보건복지부,175.0,10.0,51098.0,126530.0,서울특별시,0.0571428571428571,2.4762221613370388,30,0.339,10.666666666666666,0.13333333333333333,32.1,0.2,0.675,10.8,0.061224489795918366,0.6603498542274052,0.34839650145772594,58.4,medium,34.0,low,채용경쟁력 낮음,0.9115,0.0738,0.0148
한국서부발전(주),공기업(시장형),기후에너지환경부,2843.0,95.0,91243.0,142963.0,충청남도,0.0334154062609919,1.5668380040112666,85,0.33505882352941174,11.035294117647059,0.10588235294117647,30.905882352941177,0.15294117647058825,0.6601176470588235,12.505882352941176,0.8717201166180758,0.30612244897959184,0.282798833819242,72.7,high,50.5,medium,전반적으로 안정,0.8709,0.0964,0.0326
한국석유공사,공기업(시장형),산업통상부,1449.0,46.0,95085.0,155961.0,울산광역시,0.0317460317460317,1.6402271651680076,43,0.316046511627907,12.534883720930232,0.0,29.046511627906977,0.06976744186046512,0.665813953488372,10.813953488372093,0.9154518950437318,0.282798833819242,0.0728862973760933,88.2,high,61.3,medium,전반적으로 안정,0.8926,0.078,0.0294
한국석유관리원,준정부기관(위탁집행형),산업통상부,449.0,18.0,68151.0,187623.0,경기도,0.0400890868596882,2.753048377866796,30,0.38166666666666665,9.766666666666667,0.13333333333333333,41.733333333333334,0.2,0.5980000000000001,13.5,0.45481049562682213,0.4227405247813411,0.7346938775510204,47.9,medium,31.3,low,퇴사위험 상위권 | 채용경쟁력 낮음,0.8902,0.0904,0.0194
한국세라믹기술원,기타공공기관,산업통상부,236.0,7.0,99443.0,223117.0,경상남도,0.0296610169491525,2.243667226451334,30,0.35400000000000004,11.766666666666667,0.06666666666666667,30.566666666666666,0.1,0.6563333333333333,12.733333333333333,0.9620991253644315,0.2565597667638484,0.5685131195335277,75.1,high,55.6,medium,전반적으로 안정,0.9048,0.0726,0.0226
한국소방산업기술원,기타공공기관,소방청,322.0,17.0,63256.0,115054.0,경기도,0.0527950310559006,1.818863032755786,30,0.345,10.7,0.1,31.466666666666665,0.13333333333333333,0.699,10.433333333333334,0.3206997084548105,0.6209912536443148,0.44169096209912534,63.6,medium,38.2,low,채용경쟁력 낮음,0.8958,0.0818,0.0224
한국소비자원,준정부기관(위탁집행형),공정거래위원회,543.0,45.0,64296.0,172103.0,충청북도,0.0828729281767955,2.6767295010576087,30,0.31666666666666665,11.6,0.03333333333333333,22.333333333333332,0.0,0.7223333333333334,8.733333333333333,0.35276967930029157,0.8396501457725948,0.08163265306122448,76.4,high,47.5,medium,전반적으로 안정,0.9115,0.0656,0.0229
한국수력원자력(주),공기업(시장형),기후에너지환경부,12794.0,432.0,101770.0,168520.0,경상북도,0.0337658277317492,1.6558907340080573,383,0.4579634464751958,10.5822454308094,0.34464751958224543,30.621409921671017,0.1227154046997389,0.667467362924282,12.154046997389035,0.9737609329446064,0.3119533527696793,0.9096209912536443,45.6,medium,41.7,medium,퇴사위험 상위권 | 고위험 직원 비율 높음 | 채용경쟁력 낮음,0.8616,0.0976,0.0407
한국수목원정원관리원,준정부기관(위탁집행형),산림청,453.0,28.0,59193.0,180493.0,세종특별자치시,0.0618101545253863,3.04922879394523,30,0.43033333333333335,11.733333333333333,0.3333333333333333,20.2,0.03333333333333333,0.7526666666666666,8.666666666666666,0.21865889212827988,0.7201166180758017,0.7784256559766763,48.7,medium,35.1,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 채용경쟁력 낮음,0.9083,0.063,0.0287
한국수산자원공단,기타공공기관,해양수산부,347.0,7.0,68772.0,167891.0,부산광역시,0.0201729106628242,2.441269702786017,30,0.3423333333333333,10.933333333333334,0.16666666666666666,29.466666666666665,0.16666666666666666,0.6739999999999999,11.233333333333333,0.4868804664723032,0.16034985422740525,0.39067055393586003,63.4,medium,39.8,low,채용경쟁력 낮음,0.9097,0.0637,0.0265
한국수자원공사,공기업(준시장형),기후에너지환경부,6377.0,254.0,83533.0,157482.0,대전광역시,0.0398306413674141,1.885266900506387,191,0.33654450261780106,10.952879581151832,0.05759162303664921,29.61780104712042,0.08376963350785341,0.6835078534031415,11.450261780104713,0.7725947521865889,0.4198250728862974,0.3177842565597668,72.8,high,47.3,medium,전반적으로 안정,0.8776,0.09,0.0324
한국수자원조사기술원,기타공공기관,기후에너지환경부,170.0,8.0,69074.0,218663.0,경기도,0.0470588235294117,3.1656339577844053,30,0.44266666666666665,10.633333333333333,0.26666666666666666,32.06666666666667,0.1,0.6823333333333333,10.533333333333333,0.4956268221574344,0.5262390670553936,0.8396501457725948,42.1,medium,31.3,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 조직건강도 주의,0.9073,0.0772,0.0155
한국수출입은행,기타공공기관,재정경제부,1322.54,92.0,112924.0,324721.0,서울특별시,0.0695631134029972,2.8755711806170523,39,0.44948717948717953,11.897435897435898,0.38461538461538464,34.05128205128205,0.1282051282051282,0.6730769230769231,11.487179487179487,0.9941690962099126,0.7813411078717201,0.8688046647230321,47.9,medium,55.8,medium,퇴사위험 상위권 | 고위험 직원 비율 높음,0.8828,0.0964,0.0208
한국승강기안전공단,준정부기관(위탁집행형),행정안전부,1668.0,86.0,57896.0,174367.0,경상남도,0.0515587529976019,3.0117279259361616,50,0.3624,10.6,0.2,31.66,0.14,0.6466,11.64,0.17784256559766765,0.6034985422740525,0.6355685131195336,52.4,medium,34.0,low,채용경쟁력 낮음,0.9069,0.0688,0.0243
한국식품산업클러스터진흥원,기타공공기관,농림축산식품부,114.0,16.0,55396.0,225395.0,전라북도,0.1403508771929824,4.068795580908369,30,0.33266666666666667,11.533333333333333,0.13333333333333333,26.866666666666667,0.06666666666666667,0.6829999999999999,11.8,0.12536443148688048,0.967930029154519,0.23760932944606414,62.7,medium,45.7,medium,전반적으로 안정,0.9206,0.0541,0.0253
한국식품안전관리인증원,기타공공기관,식품의약품안전처,264.0,9.0,57720.0,181009.0,충청북도,0.034090909090909,3.135984060984061,30,0.3396666666666667,11.433333333333334,0.16666666666666666,29.066666666666666,0.13333333333333333,0.6769999999999999,12.9,0.16326530612244897,0.3177842565597668,0.36005830903790087,61.6,medium,39.1,low,채용경쟁력 낮음,0.9204,0.0595,0.0201
한국양성평등교육진흥원,기타공공기관,성평등가족부,122.0,5.0,58077.0,170801.0,서울특별시,0.040983606557377,2.940940475575529,30,0.34600000000000003,10.6,0.06666666666666667,33.6,0.1,0.6920000000000001,12.1,0.18658892128279883,0.44314868804664725,0.45918367346938777,59.5,medium,34.8,low,채용경쟁력 낮음,0.9022,0.0775,0.0203
한국어촌어항공단,기타공공기관,해양수산부,245.0,37.0,55834.0,182923.0,서울특별시,0.1510204081632653,3.2761937170899453,30,0.36633333333333334,9.766666666666667,0.13333333333333333,40.03333333333333,0.2,0.6316666666666666,13.766666666666667,0.13702623906705538,0.9766763848396501,0.6647230320699709,46.1,medium,34.5,low,채용경쟁력 낮음,0.9117,0.0687,0.0196
한국언론진흥재단,기타공공기관,문화체육관광부,218.0,9.0,79906.0,163148.0,서울특별시,0.0412844036697247,2.041749055139789,30,0.3606666666666667,10.933333333333334,0.1,36.0,0.16666666666666666,0.6586666666666667,12.3,0.7201166180758017,0.4489795918367347,0.6180758017492711,64.5,medium,43.8,medium,채용경쟁력 낮음,0.9006,0.0817,0.0177
한국에너지공단,준정부기관(위탁집행형),기후에너지환경부,755.0,43.0,69784.0,180905.0,울산광역시,0.0569536423841059,2.592356414077725,30,0.447,10.266666666666667,0.26666666666666666,31.466666666666665,0.13333333333333333,0.6963333333333334,10.733333333333333,0.5160349854227405,0.6559766763848397,0.858600583090379,41.5,medium,29.9,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 조직건강도 주의,0.9122,0.0662,0.0216
한국에너지기술평가원,기타공공기관,기후에너지환경부,197.0,21.0,85676.0,186798.0,서울특별시,0.1065989847715736,2.180283860124189,30,0.35866666666666663,9.966666666666667,0.13333333333333333,33.96666666666667,0.13333333333333333,0.6893333333333334,10.833333333333334,0.8046647230320699,0.9096209912536443,0.5947521865889213,59.7,medium,45.2,medium,전반적으로 안정,0.907,0.0769,0.0161
한국에너지정보문화재단,기타공공기관,기후에너지환경부,35.0,2.0,66512.0,133570.0,서울특별시,0.0571428571428571,2.008209044984364,30,0.336,11.0,0.1,31.133333333333333,0.06666666666666667,0.6896666666666668,9.633333333333333,0.4110787172011662,0.6603498542274052,0.30029154518950435,66.9,medium,42.0,medium,채용경쟁력 낮음,0.9064,0.0783,0.0153
한국여성과학기술인육성재단,기타공공기관,과학기술정보통신부,45.0,2.0,51333.0,167298.0,서울특별시,0.0444444444444444,3.259073110864356,30,0.34,10.6,0.1,33.63333333333333,0.1,0.6703333333333333,11.733333333333333,0.06705539358600583,0.4897959183673469,0.3673469387755102,57.0,medium,32.9,low,채용경쟁력 낮음,0.9068,0.0802,0.013
한국여성인권진흥원,기타공공기관,성평등가족부,131.0,21.0,44957.0,147301.0,서울특별시,0.1603053435114503,3.27648642035723,30,0.409,9.566666666666666,0.16666666666666666,46.46666666666667,0.4,0.5996666666666666,14.6,0.011661807580174927,0.9795918367346939,0.7580174927113703,34.5,low,26.1,low,퇴사위험 상위권 | 조직건강도 주의 | 채용경쟁력 낮음,0.909,0.0767,0.0144
한국여성정책연구원,기타공공기관,국무조정실,130.0,5.0,75887.0,,서울특별시,0.0384615384615384,,30,0.31133333333333335,11.833333333333334,0.06666666666666667,29.766666666666666,0.03333333333333333,0.6963333333333334,10.5,0.6384839650145773,0.3965014577259475,0.04081632653061224,75.9,high,51.0,medium,전반적으로 안정,0.9021,0.0817,0.0161
한국연구재단,준정부기관(위탁집행형),과학기술정보통신부,626.0,24.0,93520.0,195636.0,대전광역시,0.0383386581469648,2.0919161676646705,30,0.33399999999999996,12.066666666666666,0.13333333333333333,36.46666666666667,0.23333333333333334,0.641,14.166666666666666,0.8979591836734694,0.39067055393586003,0.2565597667638484,73.9,high,57.1,medium,전반적으로 안정,0.9025,0.0737,0.0238
한국영상자료원,기타공공기관,문화체육관광부,98.0,3.0,55270.0,152030.0,서울특별시,0.0306122448979591,2.7506784874253665,30,0.378,10.3,0.16666666666666666,42.2,0.26666666666666666,0.6003333333333333,14.1,0.12244897959183673,0.26822157434402333,0.7230320699708455,46.3,medium,28.8,low,퇴사위험 상위권 | 채용경쟁력 낮음,0.9017,0.082,0.0163
한국예술인복지재단,기타공공기관,문화체육관광부,45.0,3.0,52903.0,125903.0,서울특별시,0.0666666666666666,2.379883938529006,30,0.38866666666666666,10.066666666666666,0.13333333333333333,39.833333333333336,0.16666666666666666,0.6293333333333333,12.8,0.08163265306122448,0.7667638483965015,0.7448979591836735,46.4,medium,27.9,low,퇴사위험 상위권 | 채용경쟁력 낮음,0.9042,0.0812,0.0146
한국원산지정보원,기타공공기관,관세청,48.0,3.0,53281.0,188394.0,경기도,0.0625,3.53585705973987,30,0.36300000000000004,11.333333333333334,0.16666666666666666,41.86666666666667,0.26666666666666666,0.6553333333333333,13.966666666666667,0.09037900874635568,0.7288629737609329,0.641399416909621,51.5,medium,36.6,low,채용경쟁력 낮음,0.898,0.0796,0.0223
한국원자력안전기술원,기타공공기관,원자력안전위원회,631.0,27.0,108186.0,206843.0,대전광역시,0.0427892234548335,1.9119202114876237,30,0.314,11.7,0.0,26.8,0.06666666666666667,0.6946666666666667,10.133333333333333,0.9795918367346939,0.47230320699708456,0.052478134110787174,85.0,high,62.9,medium,전반적으로 안정,0.9137,0.0626,0.0236
한국원자력안전재단,기타공공기관,원자력안전위원회,83.0,3.0,76240.0,188012.0,경기도,0.036144578313253,2.4660545645330534,30,0.46166666666666667,10.7,0.36666666666666664,37.46666666666667,0.13333333333333333,0.6756666666666666,13.8,0.6530612244897959,0.34110787172011664,0.9300291545189504,37.1,low,32.2,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 조직건강도 주의,0.8967,0.0879,0.0154
한국원자력의학원,기타공공기관,과학기술정보통신부,1378.0,83.0,88147.0,227903.0,서울특별시,0.0602322206095791,2.5854878782034554,41,0.3753658536585366,10.121951219512194,0.17073170731707318,35.63414634146341,0.1951219512195122,0.7026829268292683,12.463414634146341,0.8425655976676385,0.6967930029154519,0.7201166180758017,55.6,medium,42.7,medium,퇴사위험 상위권 | 채용경쟁력 낮음,0.884,0.0969,0.0192
한국원자력통제기술원,기타공공기관,원자력안전위원회,129.0,5.0,88497.0,189946.0,대전광역시,0.0387596899224806,2.146355243680577,30,0.4483333333333333,11.566666666666666,0.4,32.43333333333333,0.1,0.6393333333333333,9.8,0.8483965014577259,0.40233236151603496,0.8658892128279884,46.5,medium,42.8,medium,퇴사위험 상위권 | 고위험 직원 비율 높음 | 채용경쟁력 낮음,0.914,0.0654,0.0205
한국원자력환경공단,준정부기관(위탁집행형),기후에너지환경부,412.0,21.0,82852.0,139910.0,경상북도,0.0509708737864077,1.6886737797518467,30,0.362,10.566666666666666,0.06666666666666667,33.5,0.1,0.6786666666666666,14.033333333333333,0.760932944606414,0.5918367346938775,0.6268221574344023,66.0,medium,43.6,medium,채용경쟁력 낮음,0.8904,0.0838,0.0258
한국의료기기안전정보원,기타공공기관,식품의약품안전처,70.0,6.0,58456.0,120590.0,서울특별시,0.0857142857142857,2.062919118653346,30,0.31466666666666665,11.733333333333333,0.06666666666666667,27.9,0.03333333333333333,0.721,9.033333333333333,0.19533527696793002,0.8454810495626822,0.0597667638483965,73.7,high,46.2,medium,전반적으로 안정,0.9045,0.0787,0.0168
한국의료분쟁조정중재원,기타공공기관,보건복지부,157.0,6.0,73493.0,207851.0,서울특별시,0.0382165605095541,2.8281741118201733,30,0.35866666666666663,10.366666666666667,0.13333333333333333,33.96666666666667,0.16666666666666666,0.6696666666666666,10.166666666666666,0.5889212827988338,0.3877551020408163,0.5947521865889213,58.1,medium,38.4,low,채용경쟁력 낮음,0.9027,0.0826,0.0147
한국의약품안전관리원,기타공공기관,식품의약품안전처,123.0,13.0,57914.0,120618.0,경기도,0.1056910569105691,2.08270884414822,30,0.3556666666666667,10.066666666666666,0.1,31.966666666666665,0.13333333333333333,0.6703333333333333,10.166666666666666,0.18075801749271136,0.9067055393586005,0.5728862973760933,56.7,medium,35.1,low,채용경쟁력 낮음,0.9043,0.079,0.0167
한국인터넷진흥원,준정부기관(위탁집행형),과학기술정보통신부,767.0,30.0,72031.0,207581.0,전라남도,0.0391134289439374,2.8818286571059684,30,0.3453333333333333,11.4,0.1,29.2,0.03333333333333333,0.676,12.266666666666667,0.5568513119533528,0.40816326530612246,0.446064139941691,67.9,medium,44.4,medium,채용경쟁력 낮음,0.8893,0.0794,0.0312
한국임업진흥원,기타공공기관,산림청,267.0,24.0,61269.0,167545.0,서울특별시,0.0898876404494382,2.734580293459988,30,0.30866666666666664,11.533333333333333,0.03333333333333333,29.233333333333334,0.06666666666666667,0.7053333333333334,9.4,0.26822157434402333,0.858600583090379,0.033527696793002916,73.5,high,47.1,medium,전반적으로 안정,0.9016,0.0814,0.017
한국자산관리공사,준정부기관(기금관리형),금융위원회,1861.0,104.0,88968.0,216468.0,부산광역시,0.0558839333691563,2.4330995414081467,55,0.44072727272727275,11.036363636363637,0.3090909090909091,28.09090909090909,0.05454545454545454,0.7107272727272728,10.618181818181819,0.8600583090379009,0.6501457725947521,0.8192419825072886,49.6,medium,41.9,medium,퇴사위험 상위권 | 고위험 직원 비율 높음 | 채용경쟁력 낮음,0.8922,0.084,0.0238
한국잡월드,기타공공기관,고용노동부,65.0,4.0,61719.0,180950.0,경기도,0.0615384615384615,2.931836225473517,30,0.4686666666666667,10.766666666666667,0.43333333333333335,40.333333333333336,0.2,0.6316666666666666,13.4,0.2857142857142857,0.7099125364431487,0.9489795918367347,27.9,low,27.8,low,퇴사위험 상위권 | 고위험 직원 비율 높음 | 조직건강도 주의,0.9182,0.0668,0.015
